27_FMNH_69308	0.2195380653	0.2644650889	0.2744660365	0.2451339307	0.2257245187	0.2215020020	0.2257513778	0.2186530581	0.2315585944	0.2167170512	0.2232870778	0.2231276891	0.2218185704	0.2053193811	0.2304991876	0.2119226465	0.0000000000	0.2066910061	0.2386993557	0.2840903305	0.2116849602	0.1974735501	0.4239942223	0.2137227647	0.2133460756	0.2505467748	0.2559020996	0.2018487478	0.2037079936	0.1993181355	0.2472742556	0.1968700848	0.1964773588	0.2835108267	0.2226666257
28_FMNH_69313	0.1862697461	0.2400691656	0.2566758104	0.2201203669	0.1970295941	0.1881146774	0.1918654072	0.1856303185	0.2030339346	0.1822547723	0.1946756892	0.1955719197	0.1899692089	0.1698249993	0.2042824481	0.1793703624	0.2066910061	0.0000000000	0.2134183746	0.2672861405	0.1810536763	0.1619691003	0.4174426545	0.1807152552	0.1802444772	0.2216278901	0.2289104720	0.1692064652	0.1716582218	0.1666629915	0.2188208482	0.1630793916	0.1629539898	0.2609124484	0.1932049121
30_FMNH_69291	0.2132693226	0.2632892617	0.2747233703	0.2436952378	0.2084373032	0.2027681239	0.2061837865	0.1998774771	0.2147192900	0.2139820531	0.2224119355	0.2215650727	0.2193930264	0.2037675275	0.2306554276	0.2110206340	0.2386993557	0.2134183746	0.0000000000	0.2691080737	0.1907911097	0.1936768360	0.4271928277	0.2110141898	0.1954096148	0.2484849997	0.2538965656	0.1852415388	0.1883529033	0.1828350357	0.2324016550	0.1786295939	0.1775908291	0.2839292945	0.2213747285
32_FMNH_69294	0.2677985026	0.3096642864	0.3131430241	0.2894802322	0.2619541835	0.2594433022	0.2605616589	0.2566570054	0.2685114066	0.2675500466	0.2731827005	0.2723636574	0.2739566932	0.2572669681	0.2795670268	0.2645713857	0.2840903305	0.2672861405	0.2691080737	0.0000000000	0.2403749509	0.2489479469	0.4501448156	0.2638056135	0.2519126447	0.2956033383	0.3015796461	0.2405796842	0.2426360119	0.2388157458	0.2802765018	0.2345484328	0.2334097022	0.3223696096	0.2707646319
33_FMNH_69298	0.1795913915	0.2361984286	0.2518530231	0.2148232924	0.1755791019	0.1675231067	0.1709391142	0.1640555099	0.1813369724	0.1797635851	0.1916539223	0.1912286889	0.1875988643	0.1670175726	0.2028586765	0.1774768104	0.2116849602	0.1810536763	0.1907911097	0.2403749509	0.0000000000	0.1568967809	0.4152215218	0.1761810406	0.1598359335	0.2175326913	0.2251014468	0.1479662270	0.1517226511	0.1458755198	0.1985778874	0.1407435288	0.1389527781	0.2577744120	0.1882122347
36_AMNH_32702	0.1598398615	0.2235915679	0.2408879858	0.2019308739	0.1752848950	0.1609573449	0.1645828349	0.1574149339	0.1809483065	0.1558530497	0.1759000873	0.1755313295	0.1660598164	0.1378188651	0.1882721227	0.1595077722	0.1974735501	0.1619691003	0.1936768360	0.2489479469	0.1568967809	0.0000000000	0.4082862999	0.1501209881	0.1492026189	0.1949258774	0.2082397205	0.1374511784	0.1412932297	0.1337238283	0.1908326944	0.1298819773	0.1295138315	0.2346276552	0.1633211909
37_AMNH_33174	0.4210568044	0.3804033119	0.4239811556	0.4082978501	0.4228165651	0.4208968669	0.4301314755	0.4197043896	0.4254562597	0.4192138290	0.4180410989	0.4175580439	0.4173939157	0.4138780846	0.4215657098	0.4162673914	0.4239942223	0.4174426545	0.4271928277	0.4501448156	0.4152215218	0.4082862999	0.0000000000	0.3971127283	0.4185483905	0.3716265624	0.3751402374	0.4085075186	0.4103269683	0.4070495501	0.4651341492	0.4059412938	0.4053355452	0.3072678114	0.3779960075
39_AMNH_130390	0.1736596321	0.2114158472	0.2302255713	0.1896052142	0.1941188855	0.1791668778	0.1835729621	0.1761602176	0.1991434524	0.1722515418	0.1894998719	0.1902576830	0.1812460862	0.1537879778	0.2050290680	0.1781900141	0.2137227647	0.1807152552	0.2110141898	0.2638056135	0.1761810406	0.1501209881	0.3971127283	0.0000000000	0.1697627709	0.1826403970	0.1964874122	0.1572527346	0.1607991164	0.1537831246	0.2097786920	0.1498052293	0.1499089502	0.2164642737	0.1483254535
40_AMNH_144310	0.1742668594	0.2381239093	0.2555239676	0.2173891571	0.1752343634	0.1592755148	0.1638286334	0.1568986413	0.1804677164	0.1752577881	0.1928405799	0.1935467169	0.1840646477	0.1594196471	0.2042134709	0.1774638560	0.2133460756	0.1802444772	0.1954096148	0.2519126447	0.1598359335	0.1492026189	0.4185483905	0.1697627709	0.0000000000	0.2130109299	0.2229830691	0.1405202200	0.1442694887	0.1379885117	0.1915410104	0.1320240991	0.1334933479	0.2524426717	0.1819901496
41_FMNH_69938	0.2165172081	0.2062035816	0.2631699708	0.2253489555	0.2338228524	0.2221210129	0.2255005818	0.2196556020	0.2383261386	0.2141444471	0.2287781754	0.2300085858	0.2223050926	0.1984774942	0.2434563227	0.2191852019	0.2505467748	0.2216278901	0.2484849997	0.2956033383	0.2175326913	0.1949258774	0.3716265624	0.1826403970	0.2130109299	0.0000000000	0.2021263720	0.2031212164	0.2063152827	0.2003270594	0.2566486298	0.1970756034	0.1967032630	0.2293043673	0.1833026109
42_FMNH_69937	0.2251719610	0.2229213222	0.2690157874	0.2334192889	0.2398149465	0.2302240296	0.2361804375	0.2276107552	0.2439245543	0.2238915262	0.2351624387	0.2359035644	0.2295359101	0.2126515556	0.2483117509	0.2267606663	0.2559020996	0.2289104720	0.2538965656	0.3015796461	0.2251014468	0.2082397205	0.3751402374	0.1964874122	0.2229830691	0.2021263720	0.0000000000	0.2134053800	0.2160938824	0.2117005845	0.2646888743	0.2084446471	0.2077144056	0.2415128747	0.1954810929
CEI_002	0.1653422216	0.2278521612	0.2436406393	0.2065368078	0.1620894138	0.1481478537	0.1509921186	0.1447519835	0.1676658605	0.1630306228	0.1813103125	0.1805544262	0.1720744117	0.1456396073	0.1925833639	0.1663484483	0.2018487478	0.1692064652	0.1852415388	0.2405796842	0.1479662270	0.1374511784	0.4085075186	0.1572527346	0.1405202200	0.2031212164	0.2134053800	0.0000000000	0.0917910541	0.0856278258	0.1365310802	0.1094716186	0.1094475238	0.2330274489	0.1607170435
CEI_019	0.1683228445	0.2299823233	0.2460682977	0.2087077258	0.1660760738	0.1518394732	0.1542564987	0.1489388224	0.1714661816	0.1665010788	0.1839666078	0.1837736125	0.1758599410	0.1499030578	0.1948523489	0.1693619108	0.2037079936	0.1716582218	0.1883529033	0.2426360119	0.1517226511	0.1412932297	0.4103269683	0.1607991164	0.1442694887	0.2063152827	0.2160938824	0.0917910541	0.0000000000	0.0849429890	0.1355374643	0.1132102431	0.1133543524	0.2349445664	0.1636245360
CEI_051	0.1615217093	0.2255203934	0.2419434475	0.2041504605	0.1604656652	0.1448871274	0.1478392059	0.1425605362	0.1653971003	0.1606082900	0.1784244896	0.1787976376	0.1702326339	0.1422925894	0.1903628117	0.1640366984	0.1993181355	0.1666629915	0.1828350357	0.2388157458	0.1458755198	0.1337238283	0.4070495501	0.1537831246	0.1379885117	0.2003270594	0.2117005845	0.0856278258	0.0849429890	0.0000000000	0.1367076994	0.1048145798	0.1057710584	0.2293691174	0.1570762794
CEI_060	0.2148617104	0.2780016450	0.2873629138	0.2549382558	0.2116756016	0.1978770805	0.2003231149	0.1950760992	0.2168623516	0.2140434190	0.2299237341	0.2299145610	0.2222600163	0.1983061744	0.2397940283	0.2162274585	0.2472742556	0.2188208482	0.2324016550	0.2802765018	0.1985778874	0.1908326944	0.4651341492	0.2097786920	0.1915410104	0.2566486298	0.2646888743	0.1365310802	0.1355374643	0.1367076994	0.0000000000	0.1615950719	0.1616560183	0.2880348812	0.2137308300
SJN_001	0.1590014823	0.2228554719	0.2395945802	0.2014702702	0.1526600202	0.1379265808	0.1395833286	0.1337856424	0.1593515937	0.1576161711	0.1758815949	0.1754864134	0.1673371838	0.1382180751	0.1877144410	0.1607603863	0.1968700848	0.1630793916	0.1786295939	0.2345484328	0.1407435288	0.1298819773	0.4059412938	0.1498052293	0.1320240991	0.1970756034	0.2084446471	0.1094716186	0.1132102431	0.1048145798	0.1615950719	0.0000000000	0.0993671878	0.2244644489	0.1520711474
SJN_011	0.1584798087	0.2221221201	0.2389813703	0.2009868395	0.1552809951	0.1405020150	0.1433158776	0.1369556217	0.1610594257	0.1565502047	0.1751990932	0.1754025796	0.1665628547	0.1372751090	0.1874374606	0.1600456792	0.1964773588	0.1629539898	0.1775908291	0.2334097022	0.1389527781	0.1295138315	0.4053355452	0.1499089502	0.1334933479	0.1967032630	0.2077144056	0.1094475238	0.1133543524	0.1057710584	0.1616560183	0.0993671878	0.0000000000	0.2235919535	0.1521139012
TLP2_03	0.2572811900	0.2557985968	0.2895185522	0.2577215888	0.2726162662	0.2609330138	0.2657708293	0.2577831769	0.2764590125	0.2530363089	0.2667330773	0.2662507429	0.2597951473	0.2362510975	0.2774284928	0.2584691535	0.2835108267	0.2609124484	0.2839292945	0.3223696096	0.2577744120	0.2346276552	0.3072678114	0.2164642737	0.2524426717	0.2293043673	0.2415128747	0.2330274489	0.2349445664	0.2293691174	0.2880348812	0.2244644489	0.2235919535	0.0000000000	0.1789537799
TLP9_01	0.1863462516	0.2109604025	0.2364322253	0.1953449566	0.2054677894	0.1913230303	0.1958608028	0.1883383848	0.2104039506	0.1833200709	0.2006330906	0.2010955854	0.1929286671	0.1638513041	0.2152123320	0.1909134779	0.2226666257	0.1932049121	0.2213747285	0.2707646319	0.1882122347	0.1633211909	0.3779960075	0.1483254535	0.1819901496	0.1833026109	0.1954810929	0.1607170435	0.1636245360	0.1570762794	0.2137308300	0.1520711474	0.1521139012	0.1789537799	0.0000000000
