04_NHS_Z_1866_23_31	0.0000000000	0.2383041796	0.2557933232	0.2178984236	0.1962196771	0.1820015858	0.1869292696	0.1803029515	0.2006615985	0.1815062933	0.1977626611	0.1981938538	0.1887673990	0.1681342401	0.2104605220	0.1843696790	0.2195380653	0.1862697461	0.2132693226	0.2677985026	0.1795913915	0.1598398615	0.4210568044	0.1736596321	0.1742668594	0.2165172081	0.2251719610	0.1653422216	0.1683228445	0.1615217093	0.2148617104	0.1590014823	0.1584798087	0.2572811900	0.1863462516
05_FMNH_69936	0.2383041796	0.0000000000	0.2769494836	0.2431694613	0.2507245767	0.2442521101	0.2482029783	0.2416588841	0.2546277144	0.2373034056	0.2454914469	0.2459421149	0.2428388330	0.2276413587	0.2579719084	0.2380169066	0.2644650889	0.2400691656	0.2632892617	0.3096642864	0.2361984286	0.2235915679	0.3804033119	0.2114158472	0.2381239093	0.2062035816	0.2229213222	0.2278521612	0.2299823233	0.2255203934	0.2780016450	0.2228554719	0.2221221201	0.2557985968	0.2109604025
07_FMNH_69941	0.2557933232	0.2769494836	0.0000000000	0.2547872131	0.2641292993	0.2613039551	0.2649981474	0.2585951766	0.2690260328	0.2547316381	0.2608608502	0.2595974448	0.2597981208	0.2450125655	0.2701034833	0.2551380525	0.2744660365	0.2566758104	0.2747233703	0.3131430241	0.2518530231	0.2408879858	0.4239811556	0.2302255713	0.2555239676	0.2631699708	0.2690157874	0.2436406393	0.2460682977	0.2419434475	0.2873629138	0.2395945802	0.2389813703	0.2895185522	0.2364322253
09_FMNH_69944	0.2178984236	0.2431694613	0.2547872131	0.0000000000	0.2301060780	0.2244358821	0.2269286378	0.2219807719	0.2353305148	0.2163217835	0.2259147308	0.2255245874	0.2236260589	0.2055782929	0.2387718969	0.2179239612	0.2451339307	0.2201203669	0.2436952378	0.2894802322	0.2148232924	0.2019308739	0.4082978501	0.1896052142	0.2173891571	0.2253489555	0.2334192889	0.2065368078	0.2087077258	0.2041504605	0.2549382558	0.2014702702	0.2009868395	0.2577215888	0.1953449566
11_FMNH_69264	0.1962196771	0.2507245767	0.2641292993	0.2301060780	0.0000000000	0.1613811950	0.1644461363	0.1577626799	0.1753766774	0.1965141631	0.2073510728	0.2067398385	0.2032876940	0.1857943128	0.2174221985	0.1941268285	0.2257245187	0.1970295941	0.2084373032	0.2619541835	0.1755791019	0.1752848950	0.4228165651	0.1941188855	0.1752343634	0.2338228524	0.2398149465	0.1620894138	0.1660760738	0.1604656652	0.2116756016	0.1526600202	0.1552809951	0.2726162662	0.2054677894
12_FMNH_69265	0.1820015858	0.2442521101	0.2613039551	0.2244358821	0.1613811950	0.0000000000	0.1491489018	0.1359777211	0.1649567444	0.1845021169	0.2009395901	0.2006907176	0.1919089126	0.1703580585	0.2118469142	0.1857115034	0.2215020020	0.1881146774	0.2027681239	0.2594433022	0.1675231067	0.1609573449	0.4208968669	0.1791668778	0.1592755148	0.2221210129	0.2302240296	0.1481478537	0.1518394732	0.1448871274	0.1978770805	0.1379265808	0.1405020150	0.2609330138	0.1913230303
13_FMNH_69267	0.1869292696	0.2482029783	0.2649981474	0.2269286378	0.1644461363	0.1491489018	0.0000000000	0.1398387545	0.1705642723	0.1863352138	0.2040992418	0.2042766629	0.1974511921	0.1733936567	0.2159940219	0.1887098363	0.2257513778	0.1918654072	0.2061837865	0.2605616589	0.1709391142	0.1645828349	0.4301314755	0.1835729621	0.1638286334	0.2255005818	0.2361804375	0.1509921186	0.1542564987	0.1478392059	0.2003231149	0.1395833286	0.1433158776	0.2657708293	0.1958608028
14_FMNH_69268	0.1803029515	0.2416588841	0.2585951766	0.2219807719	0.1577626799	0.1359777211	0.1398387545	0.0000000000	0.1654439832	0.1810754579	0.1973511113	0.1973507476	0.1887889063	0.1672696736	0.2089469357	0.1823550327	0.2186530581	0.1856303185	0.1998774771	0.2566570054	0.1640555099	0.1574149339	0.4197043896	0.1761602176	0.1568986413	0.2196556020	0.2276107552	0.1447519835	0.1489388224	0.1425605362	0.1950760992	0.1337856424	0.1369556217	0.2577831769	0.1883383848
16_FMNH_69273	0.2006615985	0.2546277144	0.2690260328	0.2353305148	0.1753766774	0.1649567444	0.1705642723	0.1654439832	0.0000000000	0.2027088386	0.2129951926	0.2122750155	0.2078110105	0.1913093670	0.2226736305	0.2006130323	0.2315585944	0.2030339346	0.2147192900	0.2685114066	0.1813369724	0.1809483065	0.4254562597	0.1991434524	0.1804677164	0.2383261386	0.2439245543	0.1676658605	0.1714661816	0.1653971003	0.2168623516	0.1593515937	0.1610594257	0.2764590125	0.2104039506
19_FMNH_69277	0.1815062933	0.2373034056	0.2547316381	0.2163217835	0.1965141631	0.1845021169	0.1863352138	0.1810754579	0.2027088386	0.0000000000	0.1818172459	0.1752956165	0.1652548950	0.1479735136	0.2080787395	0.1806533953	0.2167170512	0.1822547723	0.2139820531	0.2675500466	0.1797635851	0.1558530497	0.4192138290	0.1722515418	0.1752577881	0.2141444471	0.2238915262	0.1630306228	0.1665010788	0.1606082900	0.2140434190	0.1576161711	0.1565502047	0.2530363089	0.1833200709
20_FMNH_69278	0.1977626611	0.2454914469	0.2608608502	0.2259147308	0.2073510728	0.2009395901	0.2040992418	0.1973511113	0.2129951926	0.1818172459	0.0000000000	0.1928334997	0.1876017652	0.1689417296	0.2160175464	0.1923675425	0.2232870778	0.1946756892	0.2224119355	0.2731827005	0.1916539223	0.1759000873	0.4180410989	0.1894998719	0.1928405799	0.2287781754	0.2351624387	0.1813103125	0.1839666078	0.1784244896	0.2299237341	0.1758815949	0.1751990932	0.2667330773	0.2006330906
21_FMNH_69280	0.1981938538	0.2459421149	0.2595974448	0.2255245874	0.2067398385	0.2006907176	0.2042766629	0.1973507476	0.2122750155	0.1752956165	0.1928334997	0.0000000000	0.1770923456	0.1702663919	0.2154300369	0.1933292066	0.2231276891	0.1955719197	0.2215650727	0.2723636574	0.1912286889	0.1755313295	0.4175580439	0.1902576830	0.1935467169	0.2300085858	0.2359035644	0.1805544262	0.1837736125	0.1787976376	0.2299145610	0.1754864134	0.1754025796	0.2662507429	0.2010955854
23_FMNH_69284	0.1887673990	0.2428388330	0.2597981208	0.2236260589	0.2032876940	0.1919089126	0.1974511921	0.1887889063	0.2078110105	0.1652548950	0.1876017652	0.1770923456	0.0000000000	0.1572571198	0.2134922110	0.1882964883	0.2218185704	0.1899692089	0.2193930264	0.2739566932	0.1875988643	0.1660598164	0.4173939157	0.1812460862	0.1840646477	0.2223050926	0.2295359101	0.1720744117	0.1758599410	0.1702326339	0.2222600163	0.1673371838	0.1665628547	0.2597951473	0.1929286671
24_FMNH_69286	0.1681342401	0.2276413587	0.2450125655	0.2055782929	0.1857943128	0.1703580585	0.1733936567	0.1672696736	0.1913093670	0.1479735136	0.1689417296	0.1702663919	0.1572571198	0.0000000000	0.1965157168	0.1687322549	0.2053193811	0.1698249993	0.2037675275	0.2572669681	0.1670175726	0.1378188651	0.4138780846	0.1537879778	0.1594196471	0.1984774942	0.2126515556	0.1456396073	0.1499030578	0.1422925894	0.1983061744	0.1382180751	0.1372751090	0.2362510975	0.1638513041
25_FMNH_69307	0.2104605220	0.2579719084	0.2701034833	0.2387718969	0.2174221985	0.2118469142	0.2159940219	0.2089469357	0.2226736305	0.2080787395	0.2160175464	0.2154300369	0.2134922110	0.1965157168	0.0000000000	0.1947070951	0.2304991876	0.2042824481	0.2306554276	0.2795670268	0.2028586765	0.1882721227	0.4215657098	0.2050290680	0.2042134709	0.2434563227	0.2483117509	0.1925833639	0.1948523489	0.1903628117	0.2397940283	0.1877144410	0.1874374606	0.2774284928	0.2152123320
26_FMNH_69308	0.1843696790	0.2380169066	0.2551380525	0.2179239612	0.1941268285	0.1857115034	0.1887098363	0.1823550327	0.2006130323	0.1806533953	0.1923675425	0.1933292066	0.1882964883	0.1687322549	0.1947070951	0.0000000000	0.2119226465	0.1793703624	0.2110206340	0.2645713857	0.1774768104	0.1595077722	0.4162673914	0.1781900141	0.1774638560	0.2191852019	0.2267606663	0.1663484483	0.1693619108	0.1640366984	0.2162274585	0.1607603863	0.1600456792	0.2584691535	0.1909134779
